pair.n,sp1.english,sp2.english,sp1.treename,sp2.treename,sp1.family,sp2.family2,IT.classif,hybrid.ok,BL.BBS.eBird_Sympatry,BBSe.syntopy1u,BBSe.syntopy2u,BBSe.syntopyOu,logBBSe.syntopy1u,logBBSe.syntopy2u,logBBSe.syntopyOu,patristic.distance,Plumage.mean.score,sp1.guild1,sp1.guild2,sp1.guild3,sp2.guild1,sp2.guild2,sp2.guild3,samefoodtype,samesubstrate,sametechnique,guildoverlap.sum,proportion.shared.axes,sp1.hole.nester,sp2.hole.nester,both.hole.nester,sp1.territory.type,sp2.territory.type,same.territory.type,sp1.habitat.complexity,sp2.habitat.complexity,max.habitat.complexity,sp1.male.bill.len,sp1.female.bill.len,sp2.male.bill.len,sp2.female.bill.len,sp1.mass,sp2.mass,song.pcdists.std,mean.max.xcor,animal,species1,species2,mass.diff.sqrt,bill.diff.sqrt,same.family,both.migratory,both.resident,plumage.diff.sq,sympatry.sq,simple.habitat
323,Acadian Flycatcher,Least Flycatcher,Empidonax_virescens,Empidonax_minimus,Tyrannidae,Tyrannidae,0,1,0.214648015,0.008730159,0.618052446,0.002460755,-3.977620274,-0.465131603,-4.385171174,16.60470647,1.666666667,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,12.4,10.34418587,9.8,9.9,12.6,10,15.04122758,0.261382935,Node10,Empidonax_virescens,Empidonax_minimus,0.480740804,0.485091834,1,1,0,2.777777779,0.04607377,0
324,Acadian Flycatcher,Blue-winged Warbler,Empidonax_virescens,Vermivora_pinus,Tyrannidae,Parulidae,0,0,0.727383597,0.108576258,6.541197278,0.015116881,-2.132198998,1.879647823,-3.684215109,133.723291,2.410714286,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,2,3,12.4,10.34418587,11.36182093,11.21750617,12.6,8.9,18.76370754,-0.084704478,Node2,Empidonax_virescens,Vermivora_pinus,0.589614736,0.295698798,0,1,0,5.811543369,0.529086897,0
325,Acadian Flycatcher,Golden-winged Warbler,Empidonax_virescens,Vermivora_chrysoptera,Tyrannidae,Parulidae,0,0,0.422305463,0.062056938,0.39052799,0.000668938,-2.630298667,-0.914971627,-4.54041875,133.723291,3.535714286,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,2,3,12.4,10.34418587,11.29,11.21,12.6,8.75,18.30364487,0.119100379,Node2,Empidonax_virescens,Vermivora_chrysoptera,0.603856865,0.306233725,0,1,0,12.50127551,0.178341904,0
326,Acadian Flycatcher,Yellow Warbler,Empidonax_virescens,Dendroica_petechia,Tyrannidae,Parulidae,0,0,0.602911222,0.072744133,0.434947518,0.005292142,-2.492002168,-0.809798941,-4.180416177,133.723291,3.3875,insectivoreairsallier,NA,NA,insectivorelowercanopy/shrubgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,12.4,10.34418587,10.82633614,10.68562925,12.6,9.4,18.05303724,0.314410758,Node2,Empidonax_virescens,Dendroica_petechia,0.541282851,0.368394863,0,1,0,11.47515625,0.363501942,0
327,Acadian Flycatcher,Cerulean Warbler,Empidonax_virescens,Dendroica_cerulea,Tyrannidae,Parulidae,0,0,0.792854277,0.417724868,19.10878578,0.115590162,-0.849275122,2.9506714,-2.074731356,133.7232911,3.064393939,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,12.4,10.34418587,9.68625,9.56,12.6,9.05,17.90638941,0.336047792,Node2,Dendroica_cerulea,Empidonax_virescens,0.575266943,0.496979998,0,1,0,9.390510213,0.628617905,0
328,Acadian Flycatcher,Chestnut-sided Warbler,Empidonax_virescens,Dendroica_pensylvanica,Tyrannidae,Parulidae,0,0,0.295775421,0.063076351,0.761016831,0.007685451,-2.61625048,-0.260045076,-4.035012955,133.723291,2.977272728,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,12.4,10.34418587,9.783333334,9.4,12.6,9.3,18.41928478,0.320460247,Node2,Dendroica_pensylvanica,Empidonax_virescens,0.551073873,0.486843111,0,1,0,8.864152897,0.0874831,0
329,Acadian Flycatcher,Yellow-throated Warbler,Empidonax_virescens,Dendroica_dominica,Tyrannidae,Parulidae,0,0,0.909873403,0.168602615,3.713271981,0.027132976,-1.722591969,1.314602846,-3.293249863,133.723291,2.875,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,12.4,10.34418587,13.69,13.6618641,12.6,9.7,17.46360807,0.248176483,Node2,Dendroica_dominica,Empidonax_virescens,0.511440054,0.314593653,0,1,0,8.265625,0.827869609,0
330,Acadian Flycatcher,Pine Warbler,Empidonax_virescens,Dendroica_pinus,Tyrannidae,Parulidae,0,0,0.586221756,0.146088535,2.117119736,0.048023237,-1.857331901,0.754768828,-2.846911711,133.723291,1.6875,insectivoreairsallier,NA,NA,insectivorebarkgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,12.4,10.34418587,12.05,11.575,12.6,11.43333333,18.92707724,0.482432167,Node2,Empidonax_virescens,Dendroica_pinus,0.311711002,0.169209375,0,1,0,2.84765625,0.343655947,0
331,Acadian Flycatcher,Prairie Warbler,Empidonax_virescens,Dendroica_discolor,Tyrannidae,Parulidae,0,0,0.799478352,0.02799171,0.230184652,0.007683467,-3.270387301,-1.426347268,-4.035125144,133.7232911,2.375,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,2,3,12.4,10.34418587,10.1,9.8,12.6,7.65,17.96934079,0.279561725,Node2,Dendroica_discolor,Empidonax_virescens,0.706393068,0.452947071,0,1,0,5.640625,0.639165635,0
332,Acadian Flycatcher,Ovenbird,Empidonax_virescens,Seiurus_aurocapilla,Tyrannidae,Parulidae,0,0,0.677403609,0.303280942,8.311108439,0.072013077,-1.160654913,2.118795472,-2.500876569,133.723291,2.905555556,insectivoreairsallier,NA,NA,mulluscovoregroundgleaner,insectivoregroundgleaner,NA,1,0,0,1,0.166666667,no,no,0,5,5,1,3,3,3,12.4,10.34418587,9.578567814,9.578567814,12.6,18.8,16.69043352,0.195589502,Node2,Empidonax_virescens,Seiurus_aurocapilla,0.632582055,0.508102735,0,1,0,8.442253089,0.458875649,0
333,Acadian Flycatcher,Kentucky Warbler,Empidonax_virescens,Oporornis_formosus,Tyrannidae,Parulidae,0,0,0.913746104,0.516637279,7.696580204,0.11473478,-0.641243243,2.042074536,-2.081565556,133.723291,2.994047619,insectivoreairsallier,NA,NA,insectivoregroundgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,12.4,10.34418587,11.8,11.62021596,12.6,14,17.68648639,0.451689069,Node2,Empidonax_virescens,Oporornis_formosus,0.324592846,0.222703707,0,1,0,8.964321145,0.834931943,0
334,Acadian Flycatcher,Common Yellowthroat,Empidonax_virescens,Geothlypis_trichas,Tyrannidae,Parulidae,0,0,0.967645871,0.240074961,1.076372234,0.013095616,-1.385994562,0.08284392,-3.768112463,133.7232911,2.951388889,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,2,3,12.4,10.34418587,11.08717949,9.25,12.6,9.45,18.24956346,0.397439098,Node2,Geothlypis_trichas,Empidonax_virescens,0.536360021,0.334525085,0,1,0,8.710696374,0.936338532,0
335,Acadian Flycatcher,Hooded Warbler,Empidonax_virescens,Wilsonia_citrina,Tyrannidae,Parulidae,0,0,0.897535951,0.218664719,3.218776166,0.052013808,-1.475498457,1.172103169,-2.780398209,133.7232911,3.125,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,1,1,3,0.666666667,no,no,0,5,5,1,3,3,3,12.4,10.34418587,10,10,12.6,10.55,17.78176292,0.548184376,Node2,Wilsonia_citrina,Empidonax_virescens,0.421391687,0.463801013,0,1,0,9.765625,0.805570783,0
336,Acadian Flycatcher,American Redstart,Empidonax_virescens,Setophaga_ruticilla,Tyrannidae,Parulidae,0,0,0.721042122,0.037863123,1.500215531,0.017853786,-3.039409946,0.412252376,-3.580786379,133.723291,3.590909091,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,1,1,3,0.666666667,no,no,0,5,5,1,3,3,3,12.4,10.34418587,8.5,8.8,12.6,8.25,18.21141738,0.217082051,Node2,Setophaga_ruticilla,Empidonax_virescens,0.650756186,0.614516321,0,1,0,12.8946281,0.519901742,0
337,Willow Flycatcher,Alder Flycatcher,Empidonax_traillii,Empidonax_alnorum,Tyrannidae,Tyrannidae,1,1,0.293789087,0.265320641,5.761787723,0.039326408,-1.289818893,1.752981863,-3.009295682,4.947891468,0.372222222,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,2,2,2,11.3,12.27820939,11.2690027,11.24013975,13.4,12.7,4.445827173,0.441133617,Node19,Empidonax_traillii,Empidonax_alnorum,0.231630554,0.052410811,1,1,0,0.138549383,0.086312028,0
338,Willow Flycatcher,Least Flycatcher,Empidonax_traillii,Empidonax_minimus,Tyrannidae,Tyrannidae,0,0,0.405973858,0.111010172,3.498619566,0.019753629,-2.111880671,1.255222674,-3.514804171,14.25806488,0.5625,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.8,9.9,13.4,10,4.558492537,0.32141619,Node15,Empidonax_traillii,Empidonax_minimus,0.540989477,0.377386195,1,1,0,0.31640625,0.164814773,0
339,Willow Flycatcher,Hammond's Flycatcher,Empidonax_traillii,Empidonax_hammondii,Tyrannidae,Tyrannidae,0,0,0.631443483,0.065486077,0.345038385,0.013991744,-2.58380705,-1.035529369,-3.730045508,14.25806488,0.4375,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,2,3,3,11.3,12.27820939,10.65,10.3,13.4,10.45,6.589785471,0.409824281,Node15,Empidonax_traillii,Empidonax_hammondii,0.498650908,0.243398508,1,1,0,0.19140625,0.398720872,0
340,Willow Flycatcher,Dusky Flycatcher,Empidonax_traillii,Empidonax_oberholseri,Tyrannidae,Tyrannidae,0,0,0.700685664,0.155442524,1.147247052,0.011782501,-1.799131431,0.146043954,-3.826648338,14.25806488,0.660714286,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,2,3,3,11.3,12.27820939,11.2,10.27323087,13.4,10.4,5.005705965,0.375948644,Node15,Empidonax_oberholseri,Empidonax_traillii,0.503437087,0.094281215,1,1,0,0.436543368,0.4909604,0
341,Willow Flycatcher,Black-and-white Warbler,Empidonax_traillii,Mniotilta_varia,Tyrannidae,Parulidae,0,0,0.38473837,0.026325162,0.29643317,0.001959895,-3.31524461,-1.18275559,-4.42619631,133.723291,2.94212963,insectivoreairsallier,NA,NA,insectivorebarkgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,11.95,12,13.4,10.9,9.07040374,0.00276712,Node2,Mniotilta_varia,Empidonax_traillii,0.454413818,0.236492183,0,1,0,8.65612676,0.148023613,0
342,Willow Flycatcher,Blue-winged Warbler,Empidonax_traillii,Vermivora_pinus,Tyrannidae,Parulidae,0,0,0.747873717,0.057687705,2.198433409,0.011577057,-2.692850726,0.792283399,-3.836124705,133.723291,2.9375,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,2,2,11.3,12.27820939,11.36182093,11.21750617,13.4,8.9,8.872333376,-0.055753161,Node2,Vermivora_pinus,Empidonax_traillii,0.639690105,0.073864524,0,1,0,8.62890625,0.559315097,0
343,Willow Flycatcher,Golden-winged Warbler,Empidonax_traillii,Vermivora_chrysoptera,Tyrannidae,Parulidae,0,0,0.609693104,0.076913211,3.257142109,0.008263858,-2.442845233,1.18391563,-4.002831145,133.723291,3.446428572,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,2,2,11.3,12.27820939,11.29,11.21,13.4,8.75,8.515218499,0.049564758,Node2,Vermivora_chrysoptera,Empidonax_traillii,0.652840721,0.02975479,0,1,0,11.8778699,0.371725681,0
344,Willow Flycatcher,Virginia's Warbler,Empidonax_traillii,Vermivora_virginiae,Tyrannidae,Parulidae,0,0,0.569938076,0.030222728,1.166090041,0.007338335,-3.21332307,0.162195412,-4.054835333,133.723291,3.715277778,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.4,9.4,13.4,8.2,6.546039287,0.4624677,Node2,Empidonax_traillii,Vermivora_virginiae,0.700799938,0.429060644,0,1,0,13.80328897,0.32482941,0
345,Willow Flycatcher,Nashville Warbler,Empidonax_traillii,Vermivora_ruficapilla,Tyrannidae,Parulidae,0,0,0.441970518,0.020999792,0.182416414,0.001169722,-3.473774784,-1.648093433,-4.494548554,133.723291,3.458333334,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.55,9.25,13.4,8.1,8.264925897,0.416630346,Node2,Vermivora_ruficapilla,Empidonax_traillii,0.709500279,0.410196991,0,1,0,11.96006945,0.195337939,0
346,Willow Flycatcher,Orange-crowned Warbler,Empidonax_traillii,Vermivora_celata,Tyrannidae,Parulidae,0,0,0.35918521,0.057684559,0.378351582,0.01760001,-2.692897205,-0.94584421,-3.589939144,133.723291,3,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,11.2,11.1,13.4,8.9,7.515716881,0.331052119,Node2,Empidonax_traillii,Vermivora_celata,0.639690105,0.094281215,0,1,0,9,0.129014015,0
347,Willow Flycatcher,Tennessee Warbler,Empidonax_traillii,Vermivora_peregrina,Tyrannidae,Parulidae,0,0,0.197187393,0.079179825,0.486973799,0.006045606,-2.417100442,-0.699217973,-4.132320236,133.723291,2.392857143,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.9,9.9,13.4,8.9,7.996902445,-0.104078052,Node2,Empidonax_traillii,Vermivora_peregrina,0.639690105,0.363686635,0,1,0,5.725765307,0.038882868,0
348,Willow Flycatcher,Northern Parula,Empidonax_traillii,Parula_americana,Tyrannidae,Parulidae,0,0,0.399769921,0.012843266,0.346041785,0.003736877,-3.77909891,-1.032707181,-4.287671311,133.723291,3,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.764492784,9.620178025,13.4,7.5,7.315205513,0.339569687,Node2,Empidonax_traillii,Parula_americana,0.761808169,0.382165023,0,1,0,9,0.15981599,0
349,Willow Flycatcher,Cape May Warbler,Empidonax_traillii,Dendroica_tigrina,Tyrannidae,Parulidae,0,0,0.137271808,0,0,0,-4.605170186,-4.605170186,-4.605170186,133.723291,3,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.8,7.9,13.4,10.05,10.47255542,-0.191726759,Node2,Dendroica_tigrina,Empidonax_traillii,0.536360021,0.377386195,0,1,0,9,0.018843549,0
350,Willow Flycatcher,Yellow Warbler,Empidonax_traillii,Dendroica_petechia,Tyrannidae,Parulidae,0,0,0.898453594,0.434606996,4.104314196,0.052284119,-0.810564542,1.414472161,-2.776048797,133.723291,3.5,insectivoreairsallier,NA,NA,insectivorelowercanopy/shrubgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,10.82633614,10.68562925,13.4,9.4,6.992025938,0.375801182,Node2,Dendroica_petechia,Empidonax_traillii,0.595436829,0.206932425,0,1,0,12.25,0.807218861,0
351,Willow Flycatcher,(Myrtle Warbler) Yellow-rumped Warbler,Empidonax_traillii,Dendroica_coronata,Tyrannidae,Parulidae,0,0,0.399729461,0.082270911,2.878723401,0.008747806,-2.383026344,1.060814675,-3.976678547,133.723291,2.866071429,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.586111111,9.4,13.4,11.8,6.916533134,0.524695496,Node2,Dendroica_coronata,Empidonax_traillii,0.356588244,0.405570504,0,1,0,8.214365436,0.159783642,0
352,Willow Flycatcher,(Audubon's Warbler) Yellow-rumpedWarbler,Empidonax_traillii,Dendroica_coronata,Tyrannidae,Parulidae,0,0,0.62225533,0.154185234,0.568620823,0.028911899,-1.806760013,-0.547107898,-3.246455188,133.723291,3.277663935,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.586111111,9.4,13.4,12.1,6.916533134,0.524695496,Node2,Empidonax_traillii,Dendroica_coronata,0.31945149,0.405570504,0,1,0,10.74308087,0.387201696,0
353,Willow Flycatcher,Magnolia Warbler,Empidonax_traillii,Dendroica_magnolia,Tyrannidae,Parulidae,0,0,0.287422299,0.031948089,0.62292186,0.003121104,-3.171322401,-0.457408308,-4.333533353,133.723291,3.357142858,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoregroundgleaner,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.414285714,8.87,13.4,8.15,7.142103955,0.578837133,Node2,Empidonax_traillii,Dendroica_magnolia,0.705150182,0.427287296,0,1,0,11.27040817,0.082611578,0
354,Willow Flycatcher,Chestnut-sided Warbler,Empidonax_traillii,Dendroica_pensylvanica,Tyrannidae,Parulidae,0,0,0.446796188,0.089021564,0.652292344,0.007271563,-2.312417634,-0.412048213,-4.058693887,133.723291,2.9375,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.783333334,9.4,13.4,9.3,6.953522352,0.377648716,Node2,Empidonax_traillii,Dendroica_pensylvanica,0.604351145,0.379634651,0,1,0,8.62890625,0.199626834,0
355,Willow Flycatcher,Blackburnian Warbler,Empidonax_traillii,Dendroica_fusca,Tyrannidae,Parulidae,0,0,0.348269447,0.000904044,0.033232682,0.000201221,-4.518621549,-3.141158542,-4.58524786,133.723291,3.125,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.9,11.10980392,13.4,9.75,8.084735388,-0.066350104,Node2,Empidonax_traillii,Dendroica_fusca,0.563903735,0.363686635,0,1,0,9.765625,0.121291608,0
356,Willow Flycatcher,Black-throated Green Warbler,Empidonax_traillii,Dendroica_virens,Tyrannidae,Parulidae,0,0,0.389643115,0.039072436,0.44304879,0.001495759,-3.014457787,-0.791755455,-4.465777094,133.7232911,2.732142857,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,12.8,12.7,13.4,8.7,8.441112236,0.408826741,Node2,Dendroica_virens,Empidonax_traillii,0.657215095,0.35304737,0,1,0,7.464604591,0.151821757,0
357,Willow Flycatcher,Townsend's Warbler,Empidonax_traillii,Dendroica_townsendi,Tyrannidae,Parulidae,0,0,0.609866702,0.090524488,1.036698011,0.009251733,-2.297353919,0.045640458,-3.950154196,133.723291,3.035714286,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,8.931103603,8.931103603,13.4,8.85,6.988120081,0.509935004,Node2,Dendroica_townsendi,Empidonax_traillii,0.644078604,0.485038921,0,1,0,9.215561226,0.371937394,0
358,Willow Flycatcher,Hermit Warbler,Empidonax_traillii,Dendroica_occidentalis,Tyrannidae,Parulidae,0,0,0.701953739,0.105850998,0.347775529,0.005881704,-2.155450414,-1.027849503,-4.142587524,133.723291,2.888319672,insectivoreairsallier,NA,NA,omnivoreuppercanopyforager,NA,NA,0,0,0,0,0,no,no,0,5,5,1,2,3,3,11.3,12.27820939,8.786788844,8.786788844,13.4,10.4,7.477988611,0.395383094,Node2,Dendroica_occidentalis,Empidonax_traillii,0.503437087,0.501550994,0,1,0,8.342390528,0.492739052,0
359,Willow Flycatcher,Pine Warbler,Empidonax_traillii,Dendroica_pinus,Tyrannidae,Parulidae,0,0,0.354078171,0.051519246,0.508077217,0.002198651,-2.78840521,-0.65763098,-4.406429907,133.723291,2.25,insectivoreairsallier,NA,NA,insectivorebarkgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,12.05,11.575,13.4,11.2,7.850585931,0.550456176,Node2,Empidonax_traillii,Dendroica_pinus,0.423486633,0.253499377,0,1,0,5.0625,0.125371351,0
360,Willow Flycatcher,Prairie Warbler,Empidonax_traillii,Dendroica_discolor,Tyrannidae,Parulidae,0,0,0.453026643,0.062515174,2.664821395,0.016076675,-2.623959442,0.98388261,-3.646714042,133.723291,3,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,2,2,11.3,12.27820939,10.1,9.8,13.4,7.65,7.447474748,0.257830128,Node2,Dendroica_discolor,Empidonax_traillii,0.748698243,0.335063131,0,1,0,9,0.205233139,0
361,Willow Flycatcher,Ovenbird,Empidonax_traillii,Seiurus_aurocapilla,Tyrannidae,Parulidae,0,0,0.454898857,0.03318675,0.24494151,0.001631899,-3.142221544,-1.366721133,-4.454004041,133.723291,2.375,insectivoreairsallier,NA,NA,mulluscovoregroundgleaner,insectivoregroundgleaner,NA,1,0,0,1,0.166666667,no,no,0,5,5,1,2,3,3,11.3,12.27820939,9.578567814,9.578567814,13.4,18.46666667,6.144505922,0.236301798,Node2,Empidonax_traillii,Seiurus_aurocapilla,0.566314929,0.406539841,0,1,0,5.640625,0.20693297,0
362,Willow Flycatcher,Northern Waterthrush,Empidonax_traillii,Seiurus_noveboracensis,Tyrannidae,Parulidae,0,0,0.360492293,0.199991061,2.305257166,0.068360268,-1.560690316,0.839520768,-2.546438266,133.723291,2.5625,insectivoreairsallier,NA,NA,insectivorefreshwatershoregleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,2,2,11.3,12.27820939,13.98212018,13.5491759,13.4,16.3,5.111826219,0.459421664,Node2,Seiurus_noveboracensis,Empidonax_traillii,0.442617669,0.461493941,0,1,0,6.56640625,0.129954693,0
363,Willow Flycatcher,Kentucky Warbler,Empidonax_traillii,Oporornis_formosus,Tyrannidae,Parulidae,0,0,0.421486878,0.001660187,0.022425173,0.000307458,-4.45157506,-3.428820213,-4.574887568,133.723291,3.523809524,insectivoreairsallier,NA,NA,insectivoregroundgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,11.8,11.62021596,13.4,14,6.876805873,0.558094309,Node2,Empidonax_traillii,Oporornis_formosus,0.209290761,0.208078845,0,1,0,12.41723356,0.177651188,0
364,Willow Flycatcher,Mourning Warbler,Empidonax_traillii,Oporornis_philadelphia,Tyrannidae,Parulidae,0,0,0.305219285,0.002705677,0.044934174,0.00057333,-4.365706378,-2.901619647,-4.549420486,133.723291,3.4375,insectivoreairsallier,NA,NA,insectivoregroundgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,11.4,11.4,13.4,11.68333333,6.836077302,0.59868333,Node2,Oporornis_philadelphia,Empidonax_traillii,0.370258535,0.093864954,0,1,0,11.81640625,0.093158812,0
365,Willow Flycatcher,MacGillivray's Warbler,Empidonax_traillii,Oporornis_tolmiei,Tyrannidae,Parulidae,0,0,0.680910938,0.153132671,0.754722215,0.037000024,-1.813191477,-0.268242629,-3.057607167,133.723291,3.375,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.3,12.27820939,10.9,10.9,13.4,10.4,6.289181895,0.53745445,Node2,Empidonax_traillii,Oporornis_tolmiei,0.503437087,0.189841872,0,1,0,11.390625,0.463639705,0
366,Willow Flycatcher,Common Yellowthroat,Empidonax_traillii,Geothlypis_trichas,Tyrannidae,Parulidae,0,0,0.930831404,0.361590082,6.941175202,0.118970059,-0.989963962,1.938910739,-2.048175002,133.723291,3.080357143,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,2,2,11.3,12.27820939,11.08717949,9.25,13.4,9.283333333,6.84126313,0.498832649,Node2,Empidonax_traillii,Geothlypis_trichas,0.605833335,0.137888672,0,1,0,9.488600128,0.866447103,0
367,Willow Flycatcher,Hooded Warbler,Empidonax_traillii,Wilsonia_citrina,Tyrannidae,Parulidae,0,0,0.455272048,0.00831331,0.081500218,0.001216687,-4.000127161,-2.391413924,-4.490352699,133.723291,3.75,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,1,1,3,0.666666667,no,no,0,5,5,1,2,3,3,11.3,12.27820939,10,10,13.4,10.55,7.769174984,0.59780811,Node2,Empidonax_traillii,Wilsonia_citrina,0.489008023,0.349596385,0,1,0,14.0625,0.207272638,0
368,Willow Flycatcher,Wilson's Warbler,Empidonax_traillii,Wilsonia_pusilla,Tyrannidae,Parulidae,0,0,0.291630718,0.094603673,0.513466229,0.017420535,-2.257576613,-0.647282761,-3.596463094,133.723291,3.525,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,1,1,3,0.666666667,no,no,0,5,5,1,2,2,2,11.3,12.27820939,8.083225806,7.776585528,13.4,7.2,7.138521043,0.352271487,Node2,Empidonax_traillii,Wilsonia_pusilla,0.788145723,0.578801952,0,1,0,12.425625,0.085048476,0
369,Willow Flycatcher,American Redstart,Empidonax_traillii,Setophaga_ruticilla,Tyrannidae,Parulidae,0,0,0.595918776,0.09023232,0.795903264,0.016003618,-2.300264587,-0.215791564,-3.649519597,133.723291,3.508928572,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,1,1,3,0.666666667,no,no,0,5,5,1,2,3,3,11.3,12.27820939,8.5,8.8,13.4,8.25,7.850998857,0.245598394,Node2,Setophaga_ruticilla,Empidonax_traillii,0.696449213,0.533607123,0,1,0,12.31257972,0.355119188,0
370,Alder Flycatcher,Least Flycatcher,Empidonax_alnorum,Empidonax_minimus,Tyrannidae,Tyrannidae,0,0,0.680071841,0.115919186,1.109427683,0.032998032,-2.072114959,0.112817557,-3.146600932,14.25806488,0.5625,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.8,9.9,12.7,10,6.179365408,0.226208315,Node15,Empidonax_minimus,Empidonax_alnorum,0.488893547,0.373729109,1,1,0,0.31640625,0.462497709,0
