pair.n,sp1.english,sp2.english,sp1.treename,sp2.treename,sp1.family,sp2.family2,IT.classif,hybrid.ok,BL.BBS.eBird_Sympatry,BBSe.syntopy1u,BBSe.syntopy2u,BBSe.syntopyOu,logBBSe.syntopy1u,logBBSe.syntopy2u,logBBSe.syntopyOu,patristic.distance,Plumage.mean.score,sp1.guild1,sp1.guild2,sp1.guild3,sp2.guild1,sp2.guild2,sp2.guild3,samefoodtype,samesubstrate,sametechnique,guildoverlap.sum,proportion.shared.axes,sp1.hole.nester,sp2.hole.nester,both.hole.nester,sp1.territory.type,sp2.territory.type,same.territory.type,sp1.habitat.complexity,sp2.habitat.complexity,max.habitat.complexity,sp1.male.bill.len,sp1.female.bill.len,sp2.male.bill.len,sp2.female.bill.len,sp1.mass,sp2.mass,song.pcdists.std,mean.max.xcor,animal,species1,species2,mass.diff.sqrt,bill.diff.sqrt,same.family,both.migratory,both.resident,plumage.diff.sq,sympatry.sq,simple.habitat
1442,Black-throated green warbler,Townsends warbler,Dendroica_virens,Dendroica_townsendi,Parulidae,Parulidae,1,1,0.041862427,0.102485698,0.432596321,0.003486673,-2.184929194,-0.815097164,-4.306053266,1.8959862,1.278409091,insectivoreuppercanopygleaner,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,12.8,12.7,8.931103603,8.931103603,8.7,8.85,3.042033708,0.402388751,Node127,Dendroica_townsendi,Dendroica_virens,0.130745682,0.599920995,1,1,0,1.634329804,0.001752463,0
1443,Black-throated Green Warbler,Pine Warbler,Dendroica_virens,Dendroica_pinus,Parulidae,Parulidae,0,0,0.519769077,0.137067419,1.160416193,0.019695677,-1.916864165,0.157359406,-3.516753799,9.215287581,2.08125,insectivoreuppercanopygleaner,NA,NA,insectivorebarkgleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.8,12.7,12.05,11.575,8.7,11.375,5.358840149,0.396215863,Node122,Dendroica_pinus,Dendroica_virens,0.517778852,0.245724462,1,1,0,4.331601563,0.270159893,0
1444,Black-throated Green Warbler,Prairie Warbler,Dendroica_virens,Dendroica_discolor,Parulidae,Parulidae,0,0,0.420899016,0.021459824,0.355845172,0.003863267,-3.459043976,-1.005545062,-4.278512599,5.770138039,2.169642857,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,12.8,12.7,10.1,9.8,8.7,7.65,4.19568584,0.448457862,Node125,Dendroica_virens,Dendroica_discolor,0.35863265,0.486733754,1,1,0,4.707350127,0.177155982,0
1445,Black-throated Green Warbler,Ovenbird,Dendroica_virens,Seiurus_aurocapilla,Parulidae,Parulidae,0,0,0.913180476,0.425789302,1.407897448,0.10280785,-0.830596405,0.349175104,-2.18206935,22.06448486,3.342633929,insectivoreuppercanopygleaner,NA,NA,mulluscovoregroundgleaner,insectivoregroundgleaner,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,12.8,12.7,9.578567814,9.578567814,8.7,18.8,7.034653036,0.413448388,Node93,Seiurus_aurocapilla,Dendroica_virens,0.877800572,0.538439493,1,1,0,11.17320158,0.833898582,0
1446,Black-throated Green Warbler,Northern Waterthrush,Dendroica_virens,Seiurus_noveboracensis,Parulidae,Parulidae,0,0,0.799288608,0.124840501,1.575045046,0.016352741,-2.003662673,0.460612827,-3.636182987,18.39468332,3.397727273,insectivoreuppercanopygleaner,NA,NA,insectivorefreshwatershoregleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,12.8,12.7,13.98212018,13.5491759,8.7,16.3,5.726615897,0.376192322,Node95,Dendroica_virens,Seiurus_noveboracensis,0.792364867,0.297210721,1,1,0,11.54455062,0.638862279,0
1447,Black-throated Green Warbler,Louisiana Waterthrush,Dendroica_virens,Seiurus_motacilla,Parulidae,Parulidae,0,0,0.491018812,0.03147461,0.618613514,0.004356067,-3.182673846,-0.464238656,-4.243582639,18.39468332,2.428571429,insectivoreuppercanopygleaner,NA,NA,insectivorefreshwatershoregleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.8,12.7,13.2,13.5,8.7,19.9,5.258734429,0.329202641,Node95,Seiurus_motacilla,Dendroica_virens,0.909613493,0.175418524,1,1,0,5.897959186,0.241099474,0
1448,Black-throated Green Warbler,Kentucky Warbler,Dendroica_virens,Oporornis_formosus,Parulidae,Parulidae,0,0,0.351867624,0.058879449,1.091011686,0.008847666,-2.675397418,0.096229472,-3.971366192,18.36367549,2.465909091,insectivoreuppercanopygleaner,NA,NA,insectivoregroundgleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.8,12.7,11.8,11.62021596,8.7,14,4.465093415,0.205024169,Node98,Oporornis_formosus,Dendroica_virens,0.689734952,0.28521157,1,1,0,6.080707645,0.123810825,0
1449,Black-throated Green Warbler,Mourning Warbler,Dendroica_virens,Oporornis_philadelphia,Parulidae,Parulidae,0,0,0.824022952,0.109780365,1.198536735,0.011500847,-2.122095505,0.189410318,-3.839662949,18.36367549,3.5,insectivoreuppercanopygleaner,NA,NA,insectivoregroundgleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.8,12.7,11.4,11.4,8.7,11.75,4.646641182,0.411868279,Node98,Dendroica_virens,Oporornis_philadelphia,0.548206362,0.340340734,1,1,0,12.25,0.679013825,0
1450,Black-throated Green Warbler,Common Yellowthroat,Dendroica_virens,Geothlypis_trichas,Parulidae,Parulidae,0,0,0.970575672,0.225672244,0.853577458,0.045190347,-1.445313236,-0.146671683,-2.896967214,18.36367549,2.902462121,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,12.8,12.7,11.08717949,9.25,8.7,9.45,4.96348178,0.329706133,Node98,Dendroica_virens,Geothlypis_trichas,0.287561673,0.379019434,1,1,0,8.424286364,0.942017135,0
1451,Black-throated Green Warbler,Hooded Warbler,Dendroica_virens,Wilsonia_citrina,Parulidae,Parulidae,0,0,0.455518007,0.15333453,1.915368555,0.033558779,-1.81195485,0.655117407,-3.133644012,11.52102301,2.354166667,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,12.8,12.7,10,10,8.7,10.55,5.167995522,0.37339842,Node111,Dendroica_virens,Wilsonia_citrina,0.439093195,0.496850156,1,1,0,5.542100696,0.207496655,0
1452,Black-throated Green Warbler,Wilson's Warbler,Dendroica_virens,Wilsonia_pusilla,Parulidae,Parulidae,0,0,0.38888143,0.239733722,2.706333621,0.007400754,-1.387360041,0.999283038,-4.05124174,17.36495464,2.973214286,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,2,3,12.8,12.7,8.083225806,7.776585528,8.7,7.2,5.146844141,0.381888248,Node110,Wilsonia_pusilla,Dendroica_virens,0.435019539,0.677977982,1,1,0,8.84000319,0.151228767,0
1453,Black-throated Green Warbler,Canada Warbler,Dendroica_virens,Wilsonia_canadensis,Parulidae,Parulidae,0,0,0.908293319,0.120555139,1.180322149,0.012145897,-2.03595962,0.174223984,-3.810103037,17.36495463,2.671875,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.8,12.7,10.7,10.7,8.7,10.05,5.260103991,0.4494567,Node110,Wilsonia_canadensis,Dendroica_virens,0.379802065,0.423321898,1,1,0,7.138916016,0.824996753,0
1454,Black-throated Green Warbler,American Redstart,Dendroica_virens,Setophaga_ruticilla,Parulidae,Parulidae,0,0,0.898081603,0.119151933,0.948151302,0.040737212,-2.046765792,-0.042749578,-2.981095673,9.79962928,3.444444445,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,12.8,12.7,8.5,8.8,8.7,8.25,5.231111909,0.347596325,Node121,Dendroica_virens,Setophaga_ruticilla,0.230455691,0.639827326,1,1,0,11.86419753,0.806550566,0
1455,Black-throated Green Warbler,Black-capped Chickadee,Dendroica_virens,Parus_atricapillus,Parulidae,Paridae,0,0,0.856535613,0.212737082,0.913715745,0.057134432,-1.501763208,-0.07935089,-2.701058222,89.23698798,3.196428572,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,yes,0,5,5,1,3,3,3,12.8,12.7,8.875,9.25,8.7,10.8,6.771716208,0.189812258,Node42,Parus_atricapillus,Dendroica_virens,0.464997966,0.605150259,0,0,0,10.21715562,0.733653256,0
1456,Black-throated Green Warbler,Boreal Chickadee,Dendroica_virens,Parus_hudsonicus,Parulidae,Paridae,0,0,0.40042015,0.185448718,0.753044938,0.004348978,-1.632457246,-0.270438353,-4.244076559,89.23698798,3.375,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,yes,0,5,5,1,3,3,3,12.8,12.7,12.05792339,11.72118895,8.7,9.8,6.336062477,0.412484804,Node42,Dendroica_virens,Parus_hudsonicus,0.345049794,0.244383273,0,0,0,11.390625,0.160336297,0
1457,Black-throated Green Warbler,Golden-crowned Kinglet,Dendroica_virens,Regulus_satrapa,Parulidae,Regulidae,0,0,0.613648936,0.193869501,1.902937593,0.029120326,-1.590275191,0.648640067,-3.241113101,87.37121761,2.4375,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.8,12.7,6.88,6.88,8.7,6.2,5.410169327,0.184123428,Node55,Dendroica_virens,Regulus_satrapa,0.582042725,0.787925453,0,1,0,5.94140625,0.376565017,0
1458,Black-throated Green Warbler,Ruby-crowned Kinglet,Dendroica_virens,Regulus_calendula,Parulidae,Regulidae,0,0,0.715058272,0.105936509,0.695922949,0.014234385,-2.154712574,-0.348249185,-3.719982787,87.37121761,2.8125,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.8,12.7,7.709917954,7.666623526,8.7,6.2,7.465372794,0.319093503,Node55,Dendroica_virens,Regulus_calendula,0.582042725,0.711995523,0,1,0,7.91015625,0.511308332,0
1459,Townsend's Warbler,Hermit Warbler,Dendroica_townsendi,Dendroica_occidentalis,Parulidae,Parulidae,1,1,0.354632485,0.220818979,1.269829052,0.015933386,-1.466121516,0.246726516,-3.652224106,0.989880068,2.172222222,insectivoreuppercanopygleaner,NA,NA,omnivoreuppercanopyforager,NA,NA,0,1,0,1,0.333333333,no,no,0,5,5,1,3,3,3,8.931103603,8.931103603,8.786788844,8.786788844,8.85,10.4,2.594925031,0.47084638,Node128,Dendroica_occidentalis,Dendroica_townsendi,0.401731685,0.127634812,1,1,0,4.718549382,0.125764199,0
1460,Townsend's Warbler,MacGillivray's Warbler,Dendroica_townsendi,Oporornis_tolmiei,Parulidae,Parulidae,0,0,0.770263689,0.126789037,0.680123932,0.035822235,-1.989315416,-0.370884086,-3.082985825,18.36367548,3.214285715,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,8.931103603,8.931103603,10.9,10.9,8.85,10.4,3.547403021,0.599940905,Node98,Dendroica_townsendi,Oporornis_tolmiei,0.401731685,0.446343834,1,1,0,10.33163266,0.593306151,0
1461,Townsend's Warbler,Common Yellowthroat,Dendroica_townsendi,Geothlypis_trichas,Parulidae,Parulidae,0,0,0.751107929,0.006136364,0.054338794,0.000303945,-4.12667992,-2.743592502,-4.575228447,18.36367549,3.080357143,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,8.931103603,8.931103603,11.08717949,9.25,8.85,9.2,2.683939686,0.421041843,Node98,Geothlypis_trichas,Dendroica_townsendi,0.196941679,0.46502631,1,1,0,9.488600128,0.564163121,0
1462,Townsend's Warbler,Wilson's Warbler,Dendroica_townsendi,Wilsonia_pusilla,Parulidae,Parulidae,0,0,0.888710646,0.20902239,1.378033594,0.024813472,-1.518581317,0.327888065,-3.357750841,17.36495464,3.080357143,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,2,3,8.931103603,8.931103603,8.083225806,7.776585528,8.85,7.2,3.760357458,0.476674379,Node110,Dendroica_townsendi,Wilsonia_pusilla,0.454242703,0.315830563,1,1,0,9.488600128,0.789806612,0
1463,Townsend's Warbler,American Redstart,Dendroica_townsendi,Setophaga_ruticilla,Parulidae,Parulidae,0,0,0.389218179,0.002525253,0.036075036,0.001173709,-4.380008433,-3.077483994,-4.494191671,9.799629276,3.5375,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,8.931103603,8.931103603,8.5,8.8,8.85,8.25,4.4872341,0.312831162,Node121,Setophaga_ruticilla,Dendroica_townsendi,0.264960863,0.222427084,1,1,0,12.51390625,0.151490791,0
1464,Townsend's Warbler,Black-capped Chickadee,Dendroica_townsendi,Parus_atricapillus,Parulidae,Paridae,0,0,0.674284685,0.027994075,0.134497167,0.004134684,-3.270325052,-1.934495377,-4.259123644,89.23698798,3.284090909,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,yes,0,5,5,1,3,3,3,8.931103603,8.931103603,8.875,9.25,8.85,10.8,7.740409062,0.345426815,Node42,Dendroica_townsendi,Parus_atricapillus,0.446238361,0.079382842,0,0,0,10.7852531,0.454659836,0
1465,Townsend's Warbler,Mountain Chickadee,Dendroica_townsendi,Parus_gambeli,Parulidae,Paridae,0,0,0.493701713,0.226624591,0.738815608,0.030658664,-1.441280398,-0.28926251,-3.202543329,89.23698798,2.5625,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,yes,0,5,5,1,3,3,3,8.931103603,8.931103603,11.07979002,10.95151023,8.85,11.4,5.391053896,0.255503867,Node42,Dendroica_townsendi,Parus_gambeli,0.503185747,0.464308905,0,0,0,6.56640625,0.243741381,0
1466,Townsend's Warbler,Chestnut-backed Chickadee,Dendroica_townsendi,Parus_rufescens,Parulidae,Paridae,0,0,0.68565873,0.162639866,0.937154052,0.041687955,-1.756547554,-0.054293525,-2.962530503,89.23698798,2.955357143,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,yes,0,5,5,1,3,3,3,8.931103603,8.931103603,7.4,9.74888724,8.85,9.4,5.592875711,0.416624774,Node42,Dendroica_townsendi,Parus_rufescens,0.245544762,0.433658818,0,0,0,8.734135843,0.470127894,0
1467,Townsend's Warbler,Bushtit,Dendroica_townsendi,Psaltriparus_minimus,Parulidae,Aegithalidae,0,0,0.251137975,0.035714286,1.167582418,0.004926108,-3.085344426,0.163463539,-4.204643385,89.23698796,3.859289618,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,4,0,3,3,3,8.931103603,8.931103603,7.61,8.12,8.85,5.3,8.759009564,0.185662606,Node42,Dendroica_townsendi,Psaltriparus_minimus,0.716038154,0.400095987,0,0,0,14.89411636,0.063070282,0
1468,Townsend's Warbler,Golden-crowned Kinglet,Dendroica_townsendi,Regulus_satrapa,Parulidae,Regulidae,0,0,0.762731103,0.171350912,1.121105883,0.049188054,-1.707321384,0.123195812,-2.827035548,87.37121761,2.513888889,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,8.931103603,8.931103603,6.88,6.88,8.85,6.2,5.653108052,0.174760872,Node55,Regulus_satrapa,Dendroica_townsendi,0.596546869,0.51080458,0,1,0,6.319637346,0.581758735,0
1469,Townsend's Warbler,Ruby-crowned Kinglet,Dendroica_townsendi,Regulus_calendula,Parulidae,Regulidae,0,0,0.794456204,0.065922619,0.204659407,0.003702478,-2.578040628,-1.53870266,-4.290178587,87.37121761,2.875,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,8.931103603,8.931103603,7.709917954,7.666623526,8.85,6.05,6.036055608,0.390767336,Node55,Dendroica_townsendi,Regulus_calendula,0.616732671,0.383448073,0,1,0,8.265625,0.63116066,0
1470,Hermit Warbler,MacGillivray's Warbler,Dendroica_occidentalis,Oporornis_tolmiei,Parulidae,Parulidae,0,0,0.829928558,0.107290069,0.435559355,0.020119624,-2.14310519,-0.808424809,-3.50257836,18.36367548,3.607142857,omnivoreuppercanopyforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,no,0,5,5,1,3,3,3,8.786788844,8.786788844,10.9,10.9,10.4,10.4,3.631387338,0.556732832,Node98,Oporornis_tolmiei,Dendroica_occidentalis,0,0.464234277,1,1,0,13.01147959,0.688781411,0
1471,Hermit Warbler,Common Yellowthroat,Dendroica_occidentalis,Geothlypis_trichas,Parulidae,Parulidae,0,0,0.656451801,0.137695503,15.76607891,0.04036396,-1.912602537,2.7584948,-2.988479439,18.36367549,3.517857143,omnivoreuppercanopyforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,no,0,5,5,1,3,2,3,8.786788844,8.786788844,11.08717949,9.25,10.4,9.2,3.805235037,0.355216442,Node98,Geothlypis_trichas,Dendroica_occidentalis,0.350146144,0.482224133,1,1,0,12.37531888,0.430928967,0
1472,Hermit Warbler,Wilson's Warbler,Dendroica_occidentalis,Wilsonia_pusilla,Parulidae,Parulidae,0,0,0.804054566,0.142568826,0.546610702,0.045085475,-1.880139467,-0.585889203,-2.898869209,17.36495464,3.25,omnivoreuppercanopyforager,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,0,0,0,0,0,no,no,0,5,5,1,3,2,3,8.786788844,8.786788844,8.083225806,7.776585528,10.4,7.2,3.096904864,0.530330029,Node110,Dendroica_occidentalis,Wilsonia_pusilla,0.60640315,0.288891501,1,1,0,10.5625,0.646503745,0
1473,Hermit Warbler,Black-capped Chickadee,Dendroica_occidentalis,Parus_atricapillus,Parulidae,Paridae,0,0,0.40021249,0.063277585,0.199475076,0.010901441,-2.613500515,-1.563150516,-3.867937175,89.23698798,2.958333334,omnivoreuppercanopyforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,yes,0,5,5,1,3,3,3,8.786788844,8.786788844,8.875,9.25,10.4,10.8,8.300914062,0.217955043,Node42,Parus_atricapillus,Dendroica_occidentalis,0.1942687,0.099945033,0,0,0,8.751736115,0.160170037,0
1474,Hermit Warbler,Mountain Chickadee,Dendroica_occidentalis,Parus_gambeli,Parulidae,Paridae,0,0,0.526754681,0.203580657,0.475399067,0.005701661,-1.543740733,-0.722783908,-4.153988776,89.23698798,3.125,omnivoreuppercanopyforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,yes,0,5,5,1,3,3,3,8.786788844,8.786788844,11.07979002,10.95151023,10.4,11.4,6.031364443,0.112495629,Node42,Parus_gambeli,Dendroica_occidentalis,0.302997606,0.48153235,0,0,0,9.765625,0.277470494,0
1475,Hermit Warbler,Chestnut-backed Chickadee,Dendroica_occidentalis,Parus_rufescens,Parulidae,Paridae,0,0,0.617193938,0.261350312,2.004039635,0.041744265,-1.304344629,0.700142474,-2.961441674,89.23698798,3.011904762,omnivoreuppercanopyforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,yes,0,5,5,1,3,3,3,8.786788844,8.786788844,7.4,9.74888724,10.4,9.4,5.824434886,0.499767736,Node42,Parus_rufescens,Dendroica_occidentalis,0.317956156,0.414450631,0,0,0,9.071570295,0.380928357,0
1476,Hermit Warbler,Bushtit,Dendroica_occidentalis,Psaltriparus_minimus,Parulidae,Aegithalidae,0,0,0.72920879,0.071428571,0.125313283,0.000416493,-2.508029072,-2.000162574,-4.564364864,89.23698796,3.625,omnivoreuppercanopyforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,no,0,5,4,0,3,3,3,8.786788844,8.786788844,7.61,8.12,10.4,5.3,7.93321044,0.410326563,Node42,Dendroica_occidentalis,Psaltriparus_minimus,0.821035313,0.379191447,0,0,0,13.140625,0.531745459,0
1477,Hermit Warbler,Golden-crowned Kinglet,Dendroica_occidentalis,Regulus_satrapa,Parulidae,Regulidae,0,0,0.783197165,0.145528777,0.71400804,0.046890175,-1.860924503,-0.322952782,-2.866632624,87.37121761,2.714285714,omnivoreuppercanopyforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,no,0,5,5,1,3,3,3,8.786788844,8.786788844,6.88,6.88,10.4,6.2,4.855069182,0.271685324,Node55,Dendroica_occidentalis,Regulus_satrapa,0.719205474,0.49460153,0,1,0,7.367346937,0.613397799,0
1478,Hermit Warbler,Ruby-crowned Kinglet,Dendroica_occidentalis,Regulus_calendula,Parulidae,Regulidae,0,0,0.42379688,0.148076923,1.502652543,0.010360734,-1.84467351,0.413864761,-3.894147037,87.37121761,3.1875,omnivoreuppercanopyforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,no,0,5,5,1,3,3,3,8.786788844,8.786788844,7.709917954,7.666623526,10.4,6.05,6.288258022,0.344377971,Node55,Regulus_calendula,Dendroica_occidentalis,0.736035009,0.361582328,0,1,0,10.16015625,0.179603795,0
1479,Pine Warbler,Prairie Warbler,Dendroica_pinus,Dendroica_discolor,Parulidae,Parulidae,0,0,0.713838669,0.101142517,1.224306082,0.028202755,-2.196941964,0.210508935,-3.264847646,9.215287579,1.973214286,insectivorebarkgleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,12.05,11.575,10.1,9.8,11.43333333,7.65,5.130630275,0.374895665,Node122,Dendroica_discolor,Dendroica_pinus,0.633898586,0.420153824,1,1,0,3.893574618,0.509565645,0
1480,Pine Warbler,Ovenbird,Dendroica_pinus,Seiurus_aurocapilla,Parulidae,Parulidae,0,0,0.74272668,0.385449355,2.032385552,0.086656266,-0.927732553,0.714118513,-2.336594244,22.06448485,2.944444445,insectivorebarkgleaner,NA,NA,mulluscovoregroundgleaner,insectivoregroundgleaner,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,12.05,11.575,9.578567814,9.578567814,11.375,18.675,6.130467402,0.480715413,Node93,Dendroica_pinus,Seiurus_aurocapilla,0.70410778,0.479099756,1,1,0,8.66975309,0.551642921,0
1481,Pine Warbler,Northern Waterthrush,Dendroica_pinus,Seiurus_noveboracensis,Parulidae,Parulidae,0,0,0.408208321,0.030263584,0.940445728,0.005914993,-3.212307841,-0.050824217,-4.140493658,18.3946833,3.238636364,insectivorebarkgleaner,NA,NA,insectivorefreshwatershoregleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,12.05,11.575,13.98212018,13.5491759,11.2,16.3,3.55574834,0.513315795,Node95,Dendroica_pinus,Seiurus_noveboracensis,0.612577611,0.38563548,1,1,0,10.4887655,0.166634033,0
1482,Pine Warbler,Louisiana Waterthrush,Dendroica_pinus,Seiurus_motacilla,Parulidae,Parulidae,0,0,0.546115455,0.067779834,0.434561218,0.004884778,-2.553873084,-0.81066751,-4.207416199,18.3946833,3.05,insectivorebarkgleaner,NA,NA,insectivorefreshwatershoregleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.05,11.575,13.2,13.5,11.43333333,19.9,4.583760909,0.339893374,Node95,Dendroica_pinus,Seiurus_motacilla,0.744437147,0.301914176,1,1,0,9.3025,0.29824209,0
1483,Pine Warbler,Kentucky Warbler,Dendroica_pinus,Oporornis_formosus,Parulidae,Parulidae,0,0,0.624737413,0.107124435,2.333433521,0.020093619,-2.144518362,0.851617171,-3.503442123,18.36367547,2.25,insectivorebarkgleaner,NA,NA,insectivoregroundgleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.05,11.575,11.8,11.62021596,11.375,14,5.358293723,0.416911169,Node98,Oporornis_formosus,Dendroica_pinus,0.455674626,0.144793399,1,1,0,5.0625,0.390296835,0
1484,Pine Warbler,Mourning Warbler,Dendroica_pinus,Oporornis_philadelphia,Parulidae,Parulidae,0,0,0.344663456,0.065666683,1.424292006,0.01245005,-2.581417334,0.360671352,-3.796462438,18.36367547,2.8125,insectivorebarkgleaner,NA,NA,insectivoregroundgleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,12.05,11.575,11.4,11.4,11.2,11.75,4.518323325,0.570482612,Node98,Oporornis_philadelphia,Dendroica_pinus,0.218950822,0.235481007,1,1,0,7.91015625,0.118792898,0
1485,Pine Warbler,Common Yellowthroat,Dendroica_pinus,Geothlypis_trichas,Parulidae,Parulidae,0,0,0.953337099,0.208439177,0.753684282,0.045892724,-1.521247669,-0.269600819,-2.884321068,18.36367548,2.577380952,insectivorebarkgleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,12.05,11.575,11.08717949,9.25,11.375,9.45,4.721299663,0.53521937,Node98,Geothlypis_trichas,Dendroica_pinus,0.430584746,0.288574462,1,1,0,6.642892572,0.908851624,0
1486,Pine Warbler,Yellow-breasted Chat,Dendroica_pinus,Icteria_virens,Parulidae,Parulidae,0,0,0.566306969,0.215227383,0.96525606,0.080387681,-1.490644796,-0.025055217,-2.403647293,33.70168961,1.875,insectivorebarkgleaner,NA,NA,omnivorelowercanopyforager,NA,NA,0,0,0,0,0,no,no,0,5,3,0,3,3,3,12.05,11.575,14.1,14.41747285,11.43333333,25.81666667,11.31804369,0.393482668,Node92,Icteria_virens,Dendroica_pinus,0.902489453,0.396371212,1,1,0,3.515625,0.320703583,0
1487,Pine Warbler,Hooded Warbler,Dendroica_pinus,Wilsonia_citrina,Parulidae,Parulidae,0,0,0.664954236,0.198403926,2.142453001,0.036044097,-1.568277131,0.766608122,-3.078155711,11.521023,2.263888889,insectivorebarkgleaner,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,12.05,11.575,10,10,11.375,10.55,7.231898105,0.566035172,Node111,Wilsonia_citrina,Dendroica_pinus,0.274394069,0.4318328,1,1,0,5.125192902,0.442164136,0
